Evaluating Group Recommender Systems,BibtexID,ResponsiblePerson,Title,StudyType,Dataset,Domain of tests [other],DataPyramid,DatasetFeatures,Coupled/Decoupled,GroundTruthType,RecommendationType,GroupSizes,Baselines,GroupConstruction,GroupDuration,EvaluationDimensions,ReproducibleCode,ReproducibleData,ReproducibleGroups,ReproducibleEvalProtocol,Notes,
https://www.sciencedirect.com/science/article/pii/S0950705119300474,,LP,Detecting the latent associations hidden in multi-source information for better group recommendation,Offline,CAMRa2011,Movies,GroupDecisions,,Coupled,Group,One-session,avg: 2,item-based,organic,Ephemeral,"Relevance (AUC, MAP, recall@k)",Algorithm,Data,Groups,,,
https://www.sciencedirect.com/science/article/pii/S0957417419303896,,LP,HGGC: A hybrid group recommendation model considering group cohesion,Offline,"Meetup (CA), Meetup (NY), Gowalla","Events, Movies",GroupDecisions (implicitgroups),,Coupled,Group,One-session,"avg: 257, 382, 2","item-based, COM, HBGG",organic,Permanent,"Relevance (HR@k, nDCG@k, recall@k)",Algorithm,No link for Meetup and Gowala datasets,Groups,,,
https://link.springer.com/article/10.1007/s11042-023-17422-2,,LP,Can we please everyone? Group recommendations in signed social networks,Offline,augmented ML100K,Reviews/products,No_groups,"#users: 132K, 13M ratings",???,Individual,One-session,2-10,item-based,"similar, divergent",Ephemeral,"Relevance (precision@k, recall@k, F1, MAE, nDCG, average group satisfaction), Fairness (variance in satisfaction score)",Algorithm,Data,General characteristics,not clear how group satisfaction is defined; link to dataset: https://www.kaggle.com/datasets/masoud3/epinions-trust-network,,
https://dl.acm.org/doi/abs/10.1145/3170358.3170371,,PD,Can't get more satisfaction?: game-theoretic group-recommendation of educational resources,User study,-,Education,"Group definition + individual preferences, later they update data with group rating","#users 105, #items 155, #ratings 605 at end of phase 1",Coupled,Group+Individual,"Sequence (group received recommendations multiple times, adding rating to each of them)",2-3,"item-based (AVG, LM, MP)","homogeneous, hetorogeneous, mildly heterogeneous",Ephemeral,"Relevance (RMSE, mRMSE, nDCG)",Algorithm,Dataset was not published,"Group similarity (only roughly mentions they used k-means, but argue that details on group formation are beyond the scope of the paper)",The data they obtained from the students seem not to be published anywhere. Lack of sufficient detail in how exactly the groups were formed,,
https://dl.acm.org/doi/abs/10.1145/3167132.3167279,,PD,Situation-dependent combination of long-term and session-based preferences in group recommendations: an experimental analysis,Simulation,STS dataset,POIs,No_groups,"#users 325, #items 249, #ratings 2534","Coupled (sort of, rank used in MRR corresponds to position of group choice - but the group choice is simulated)","Group (but simulated, they considered simulation of true group utility, and assumed that item with highest true group utility is group choice)",Sequence,2-5,"- (none, they only compare different ""versions"" of their algorithm against each other)",heterogenous,Ephemeral,Relevance (MRR),Algorithm,Data,GenerationProcedure,,,
https://dl.acm.org/doi/abs/10.1145/3209978.3209998,,PD,Attentive Group Recommendation | The 41st International ACM SIGIR Conference on Research & Development in Information Retrieval,Offline,"Mafengwo, CAMRa2011","POIs, Movies",GroupDecisions,"Mafengtwo: #users: 5275, #items: 1513, #groups: 995, #ratings 39761, #groupratings 3595. CAMRa2011: #users: 602, #items: 7710, #groups: 290, #ratings: 116344, #groupratings 145068",Coupled,Group,One-session,"avg: 7.19, 2.08","item-based (NFC+AVG, NFC+LM, NFC+MS, NFC+EXP)), indivRS-groups-data (NCF), Popularity, COM, GREE",organic,Ephemeral+Permanent,"Relevance (HR@k, nDCG@k)",Algorithm+code,Data,Groups,,Introduces AGREE (which is a baseline in other algorithms),
https://dl.acm.org/doi/abs/10.1145/3213586.3226192,,PD,"Exploring User Roles In Group Recommendations | Adjunct Publication of the 26th Conference on User Modeling, Adaptation and Personalization",Offline,ITM-Rec,Education,Group definition + group preferences,"#users 476, #items 70, #groups 143, #ratings 5230, #groupRatings 1117",Coupled,Group,?? one-session,2-5,"item-based (AVG, LM, One user choice (FAI?), Most Hapiness) + indivRS-groups-data (Matrix factorization)",organic,Ephemeral,Relevance (MAE between predicted utility/rating and group rating),Algorithm,Data,Groups,The procedure described in the paper itself is not fully clear but they cite two papers from their previous work that should explain it in more detail,,
https://ieeexplore.ieee.org/abstract/document/8315431,,PD,Diversifying Group Recommendation,Offline,"ML100K, TripAdvisor, Amazon Reviews (MP3 Players)","Movies, Hotels, MP3 Players",No_groups,,Decoupled,Individual,One-session,?? 10,"item-based (AVG, LM, they call it ""utility-only""), ""brute-force"" (enumerate all possible combinations, take the best one), clustering (on top of utilities) ",random,Ephemeral,"Relevance (normalized utility - normalize relevance of diversified top-k by utility-only top-k), subtopic recall (""topic coverage"")",Algorithm,Data,GenerationProcedure,"The paper presents a lot of theory, but evaluation procedure, hyper parameters and actual implementations are not well defined. There is no code. From the text it seems authors only tried groups of size 10, which is weird (given how generic their group generation procedure is). The paper is mainly about diversification, and the evaluation goes in that direction as well",,
https://ieeexplore.ieee.org/abstract/document/8458235,,PD,Motivating Students in Collaborative Activities With Game-Theoretic Group Recommendations,User study,-,Education,"Group definition + individual preferences, later they update data with group rating","#users 102, #items 148, #ratings 687",Coupled,Group+Individual,"Sequence (group received recommendations multiple times, adding rating to each of them)",2-3,"item-baed (AVG, LM, MP)","homogeneous, hetorogeneous, mildly heterogeneous",Ephemeral,"Relevance (RMSE, mRMSE, nDCG), diversity (Hamming distance)",Algorithm,Dataset was not published,"Group similarity (only general characteristics, details are missing)",The paper is by same authors as the paper few lines above (https://dl.acm.org/doi/abs/10.1145/3170358.3170371) and has very similar evaluation protocol,,
https://ieeexplore.ieee.org/abstract/document/8255564,,PD,A Novel Group Recommendation Mechanism From the Perspective of Preference Distribution | IEEE Journals & Magazine,Offline,"ML10M, Netflix",Movies,No_groups,,?? Coupled,Individual,One-session,"300, 350 400, 450 and 500","item-based (LM, AVG, AM - average without misery), MCS (Member contribution-based group recommender system)",heterogeneous (randomly select users possessing no explicit shared preference relations to construct groups),Ephemeral,"Relevance (nDCG, MRR@m, MAP@m)",Algorithm,Data,"GenerationProcedure (high level, no code, not all details are available)",,,
https://ieeexplore.ieee.org/abstract/document/8293761,,PD,Context-Aware Group Recommendation for Point-of-Interests | IEEE Journals & Magazine,Offline,collected from Bejing restaurant comments (BJPC),POIs (restaurants),No_groups,"#users 302498, #items 3760, #comments 1375024",?? Decoupled,Individual,?? one-session,2-10,"item-based (LM), CPD, AHP, SD","random, heterogeneous, homogeneous",Ephemeral,"Relevance, Fairness (global satisfaction: per-group mean - std. deviation), POI Distance (distance satisfaction)",Algorithm,Dataset was not published,GenerationProcedure,"The evaluation protocol is not fully clear, they mention they did 80:20 split but no details on how exactly it was done",,
https://ieeexplore.ieee.org/abstract/document/8470063,,PD,Group Recommendation Based on Financial Social Network for Robo-Advisor,Offline,"ML, BCS","Movies, Finance",No_groups,,Coupled,??,One-session,2-4,"item-based (AVG, AVG without misery, LM), individual RS on group data (KNN, SNRS), DLGR",???,???,"Relevance (MAP, AUC), Financial metrics (Maximum drawdown, Sharpe ratio)",Algorithm,"Data, but BCS was not published",no details on group construction,"Evaluation is not clear, they do not mention how groups were generated, overall there is a very little detail in the paper",,
https://link.springer.com/article/10.1007/s10489-018-1375-z,,PD,Merging user social network into the random walk model for better group recommendation | SpringerLink,Offline,CAMRa2011,Movies,GroupDecisions,,Coupled,Group,One-session,avg 2,"item-based (POSN), preference-aggregation (MF-P, MF-M, U-CF, G-CF - those are all standard algorithms enhanced by component newly introduced by this paper)",organic,Ephemeral,"Relevance (AUC, MAP, Recall)",Algorithm,Data,Groups,Train/test split not described,,
https://link.springer.com/article/10.1007/s11280-017-0493-6,,PD,Group recommendation based on a bidirectional tensor factorization model,Offline,"CiteULike, Last.fm","Research papers, Music",GroupDefinition,"#users 1310, #items: 11168, #groups: 584, (G, U, I) triples: 130321. #users 3605, #items 1992, #groups 2716, (G,U,I) triples: 317907",Coupled,Individual,One-session,"avg 5.4, avg 21.2","item-based (UserKNN, ItemKNN, IMF, BPRMF), preference-aggregation (PIT, BF)",organic,Ephemeral,"Relevance (Recall, MAP, MRR, F-measure)",Algorithm,Data,Groups,,,
https://link.springer.com/chapter/10.1007/978-3-030-04224-0_12,,PD,Neural Network Collaborative Filtering for Group Recommendation | SpringerLink,Offline,"ML100K, Netflix",Movies,No_groups,,Coupled,Individual,?? one-session,"2,4,6,8,10","indivRS-groups-data (KNN, FMs, CARS2)",random,Ephemeral,"Relevance (nDCG, RMSE)",Algorithm,Data,GenerationProcedure,Some details about evaluation protocol are missing,,
https://link.springer.com/chapter/10.1007/978-3-319-98812-2_11,,PD,FairGRecs: Fair Group Recommendations by Exploiting Personal Health Information | SpringerLink,Offline,FairGRecs,Health,No_groups,"#users 10000, #items 270?",Coupled,Individual,?? one-session,"5,7","item.based (minimum/least misery, average, borda, fair, round-robin)",???,?? Ephemeral,"Relevance (MAE, RMSE, distance between user's top-k and group's top-k)",Algorithm,Data,no details on group construction,"The group generation procedure is mostly missing, DEXA is Core C, they rely heavily on dataset introduced in some arxiv only paper, baselines are lacking detailed description. The main contribution seem to be new similarity measure that is used by SORS to predict individual's ratings",,
https://ojs.aaai.org/index.php/AAAI/article/view/11650,,PD,SAGA: A Submodular Greedy Algorithm for Group Recommendation | Proceedings of the AAAI Conference on Artificial Intelligence,Offline,ML1M,Movies,No_groups,"#users 2945, #items 3670 (they did filtering)",Decoupled,Individual,One-session,"2,4,6,8","Item-based (average misery), some scalarization based GRS (FM - recommendation with fully materialized disagreement list)","random, similar",Ephemeral,"Relevance (DCG), Coverage (Popularity Stratified Recall)",Algorithm,Data,GenerationProcedure,,,
https://www.sciencedirect.com/science/article/abs/pii/S0957417417307108,,PD,An enhanced aggregation method considering deviations for a group recommendation - ScienceDirect,Offline,ML100K,Movies,No_groups,,Coupled,Individual,?? one-session,"! 4, 8, 16, 32, 64, 128 GROUPS","item-based (AU, Avg, MP, SC, AV, BC, CR, MR, AwM and LM)",similar,Ephemeral,"Relevance (nDCG), Diversity (1 - ILD where""ILD"" was calculated over jaccard similarities)",Algorithm,Data,GenerationProcedure,"Not clear if they use single-session or sequence (they mention ""All experi- ments are performed N times, and N is set as 100."", but it is not clear what exactly changes and what is kept the same across the iterations)",,
